,제목,장르모음,출연진,개봉일,등급,상영시간,기본장르
0,신의 구부러진 선,"스페인 작품,스릴러 영화,미스터리 영화,도서 원작 영화",바르바라 레니 에두아르드 페르난데스 로레토 마울레온 하비에르 벨트란 파블로 데르키 페데리코 아과도 아델파 칼보 안토니오 부일 다프니스 발두스 류이스 솔레르 사무엘 솔레르 다비드 셀바스,2022 ,"
15+ ", 2시간 35분 , 드라마 장르
0,빅 4,"인도네시아 작품,코미디 영화,액션 & 어드벤처 영화",아비마나 아랴사탸 푸트리 마리노 아리 크리팅 루테샤 크리스토 이마누엘 마르티노 리오 미셸 타할레아 부디 로스 도니 다마라,2022 ,"
청불 ", 2시간 21분 , 액션
0,와일드 카드,"도서 원작 영화,액션 & 어드벤처 영화,미국 영화",제이슨 스타뎀 소피아 베르가라 맥스 카셀라 홉 데이비스 마이클 안가라노 마일로 벤티밀리아 도미닉 가르시아-로리도 크리스 브라우닝 스탠리 투치 제이슨 알렉산더 앤 헤이시,2015 ,"
청불 ", 1시간 42분 , 액션
0,기생충,"코미디 영화,스릴러 영화",송강호 이선균 조여정 최우식 박소담 이정은 장혜진 박명훈 정지소 정현준,2019 ,"
15+ ", 2시간 11분 , 코미디
0,인생은 아름다워,"드라마 영화,뮤지컬",류승룡 염정아 박세완 옹성우,2022 ,"
12+ ", 2시간 2분 , 뮤지컬
0,"2,215km","태국 작품,다큐멘터리 영화,사회 & 문화 다큐멘터리",아티와라 콩말라이,2018 ,"
12+ ", 1시간 29분 , 다큐멘터리
0,슈츠,"드라마,법정 시리즈,코미디 시리즈,미국 TV 프로그램",가브리엘 막트 패트릭 J. 애덤스 사라 라퍼티 릭 호프만 메건 마크리 지나 토레스 어맨다 셜 웬델 피어스 알로마 라이트 캐서린 하이글 둘레 힐 레이철 해리스,2011 ,"
15+ ", 시즌 9개 , 드라마 장르
0,라스트 찬스 대학,"다큐시리즈,사회 & 문화 다큐멘터리,미국 TV 프로그램",,2016 ,"
15+ ", 시즌 5개 , 다큐멘터리
0,플리즈 라이크 미,"호주 작품,코미디 시리즈",조쉬 토마스 토머스 워드 데브라 로렌스 데이비드 로버츠 러네이 림 케이틀린 스테이시 키건 조이스,2013 ,"
청불 ", 시즌 4개 , 코미디
0,트롤헌터: 아카디아의 전설,"키즈 시리즈,가족이 함께 보는 시리즈,도서 원작 시리즈,만화 시리즈,판타지 시리즈",켈시 그래머 에밀 허시 찰리 색스턴 렉시 메드라노 조나단 하이드 프레드 타타시오르 안톤 옐친 이케 아마디 로드리고 블라스 데이비드 브래들리 클랜시 브라운 브룩 채머스 기예르모 델토로 그레이 그리핀 마크 해밀 채드 해머스 리나 히디 안젤리카 휴스턴 톰 케니 에이미 랜데커 스티븐 연 론 펄먼 러레인 뉴먼 제임스 퓨어포이,2016 ,"
전체관람가 ", 시즌 3개 , 키즈
0,46,"드라마,튀르키예 작품,미스터리 시리즈,스릴러 시리즈",에르달 베식치올루 야세민 알렌 멜리스 비르칸 사이근 소이살 베르칸 샬 메틴 벨긴 아이차 에렌 셀린 울루도안 외자이 페히트 수나 이을드졸루,2016 ,"
15+ ", 시즌 1개 , 드라마 장르
0,희망의 딸들,"실존 인물 다큐멘터리,다큐시리즈,사회 & 문화 다큐멘터리,미국 TV 프로그램",,2017 ,"
12+ ", 시즌 1개 , 다큐멘터리
0,칼리프: 나는 무죄다,"실존 인물 다큐멘터리,다큐시리즈,사회 & 문화 다큐멘터리,미국 TV 프로그램",,2017 ,"
청불 ", 시즌 1개 , 다큐멘터리
0,바이올렛 에버가든,"SF & 판타지 애니,일본 작품,라이트 노벨 원작 애니메이션,로맨스 애니메이션,애니 시리즈,드라마 장르 애니메이션",이시카와 유이 코야스 타케히토 나미카와 다이스케 엔도 아야 우치야마 코우키 지하라 미노리 토마츠 하루카,2018 ,"
15+ ", 시즌 1개 , 애니
0,종이의 집,"스페인 작품,범죄 시리즈,스릴러 시리즈",우르술라 코르베로 알바로 모르테 이치아르 이투뇨 페드로 알론소 미겔 에란 하이메 로렌테 에스테르 아세보 다르코 페리치 호비크 케우치케리안 루카 페로시 벨렌 쿠에스타 페르난도 카요 로드리고 데라세르나 나지와 님리 페르난도 소토 마리오 데 라 로사 안토니오 로메로 미켈 부스타만테 호세 마누엘 세다 라몬 아히레 알바 플로레스 엔리케 아르세 파트리크 크리아도 디아나 고메스 미겔 앙헬 실베스트레 파코 토우스 호세 마누엘 포가 키티 만베르 마리아 페드라사,2017 ,"
청불 ", 시즌 5개 , 스릴러
0,부패의 메커니즘,"정치 시리즈,드라마,브라질 작품,범죄 시리즈,스릴러 시리즈",세우통 멜루 카롤리니 아브라스 엔리케 디아스 안토니우 사보이아 리 테일로르 오투 주니오르 레오나르두 메데이루스 오즈바우두 미우 조나탄 하겐센 줄리우 로페스 수자나 히베이루 에밀리우 오르시올루 네투,2018 ,"
청불 ", 시즌 2개 , 드라마 장르
0,스프링스틴 온 브로드웨이,"음악,콘서트 실황",브루스 스프링스틴,2018 ,"
12+ ", 2시간 33분 , 음악(논픽션)
0,델리 크라임,"드라마,인도 작품,범죄 시리즈,스릴러 시리즈,힌디어 TV 쇼,사회 문제를 다룬 드라마",셰팔리 샤 라제시 타일랑 라시카 두갈 아딜 후사인 아누라그 아로라 고팔 더트 티와리 야샤스위니 다야마 덴질 스미스 비노드 샤라와트 므리둘 샤르마 가우라브 라나,2019 ,"
청불 ", 시즌 2개 , 드라마 장르
0,리락쿠마와 가오루 씨,"가족이 함께 보는 시리즈,일본 작품,애니 시리즈,드라마 장르 애니메이션",타베 미카코 마츠모토 소키 야마다 타카유키 가나자와 마이 스기모토 시게루 다쿠보 잇세이 니시야마 가나코 고바야시 유즈하 마쓰노 마사코 오다이라 가나 혼마 히토시 기나시 아야노,2019 ,"
12+ ", 시즌 1개 , 애니
0,신세기 에반게리온,"SF & 판타지 애니,액션 애니,일본 작품,애니 시리즈",오가타 메구미 미쓰이시 고토노 야마구치 유리코 하야시바라 메구미 미야무라 유코 타치키 후미히코 이시다 아키라 키요카와 모토무 유키 히로 나가사와 미키 코야스 타케히토 세키 토모카즈 이와나가 데쓰야 이와오 준코 무기히토,1995 ,"
15+ ", 시즌 1개 , 애니
0,몰랑,"키즈 시리즈,만화 시리즈",브뤼노 게라사그,2015 ,"
전체관람가 ", 시즌 3개 , 키즈
0,루폴의 드래그 레이스,"경쟁 리얼리티 시리즈,리얼리티 시리즈,미국 TV 프로그램",루폴 찰스 미셸 비자주 로스 매슈스 카슨 크레슬리 산티노 라이스 멀 긴스버그 빌리 B,2009 ,"
청불 ", 시즌 2개 , 리얼리티 TV
0,커뮤니티,"시트콤,코미디 시리즈,미국 TV 프로그램",조엘 맥헤일 길리언 제이컵스 대니 푸디 이벳 니콜 브라운 앨리슨 브리 도널드 글로버 켄 정 체비 체이스 짐 래시,2009 ,"
15+ ", 시즌 6개 , 코미디
0,끝나지 않은 랩소디: 퀸 + 애덤 램버트,"음악,영국 작품,다큐멘터리 영화",애덤 램버트 브라이언 메이 로저 테일러,2019 ,"
12+ ", 1시간 25분 , 다큐멘터리
0,여총리 비르기트,"정치 시리즈,드라마,덴마크 작품,스칸디나비아 TV 쇼,사회 문제를 다룬 드라마",시세 바베트 크누센 비르기테 요르트 쇠렌센 필루 아스베크 쇠렌 말링 프레야 리만 에밀 포울센 토마스 레빈 베네딕테 한센 미카엘 비르키에르 아네르스 율 리스베트 불프 카스페르 랑에 라르스 크누트손 쇠렌 스파닝 이벤 도르네르 다르 살림 옌스 알비누스 크리스티안 타프드루프 앨리스터 매켄지 율리 아그네테 방 크리스티안 할켄 리카드 로런스 마리에 아스케하베 리케 륄로프 밀레 디네센 아네 소피 에스페르센,2010 ,"
15+ ", 시즌 3개 , 드라마 장르
0,나의 문어 선생님,"어린이 & 가족 영화,남아공 작품,다큐멘터리 영화,자연 & 생태 다큐멘터리,과학 & 자연 다큐멘터리,아프리카 영화",,2020 ,"
전체관람가 ", 1시간 25분 , 다큐멘터리
0,마약왕 파블로 에스코바,"드라마,콜롬비아 작품,도서 원작 시리즈,범죄 시리즈,TV 프로그램·실화 바탕",안드레스 파라 안지 세페다 세실리아 나비아 비키 에르난데스 크리스티안 타판 로돌포 실바 토미 바스케스 토토 베가 니콜라스 몬테로 마르셀라 가예고,2012 ,"
청불 ", 시즌 1개 , 드라마 장르
0,카피타니,"드라마,룩셈부르크 작품,범죄 시리즈",뤼크 슐리츠 소피 무젤 클로드 데 데모 조 데넨발트 콘스탄틴 로멜팡겡 쥘 베르너 질 드브레스 줄리 키퍼 에디타 말로프치치 필리프 텔렌 에드손 아니발 아드리앵 파프리츠 리디야 인조바,2019 ,"
청불 ", 시즌 2개 , 드라마 장르
0,코타로는 1인 가구,"일본 작품,애니 시리즈,드라마 장르 애니메이션,일본 만화 원작 시리즈",쿠기미야 리에 마스다 토시키 하야미 사오리 스와베 준이치 하나모리 유미리 사이토 소마 이시카와 카이토 모리시마 유카 시노다 미나미,2022 ,"
12+ ", 시즌 1개 , 애니
0,샤펠 사단 - 어스퀘이크: 전설의 코미디,스탠드업 코미디,어스퀘이크,2022 ,"
청불 ", 36분 , 코미디
0,취조,"인도 작품,스릴러 영화,도서 원작 영화,사회 이슈 드라마 장르 영화,타밀어 영화",디네슈 라비 사무티라카니 키쇼르 쿠마르 아난디 무루가도스 아자이 고시,2015 ,"
청불 ", 1시간 55분 , 드라마 장르
0,The Prestige,"스릴러 영화,미스터리 영화,도서 원작 영화,미국 영화",휴 잭맨 크리스천 베일 마이클 케인 파이퍼 페라보 리베카 홀 스칼렛 요한슨 서맨사 매휴린 데이빗 보위 앤디 서키스,2006 ,"
15+ ", 2시간 10분 , 드라마 장르
0,앵커,"스릴러 영화,미스터리 영화",천우희 이혜영 신하균 차래형 박지현 남문철,2022 ,"
15+ ", 1시간 51분 , 스릴러
0,킹 오브 섀도,"프랑스 작품,스릴러 영화",카리스 알라산 디옹 아사 실라 카를 말라파 이사카 사와도고 하삼 간시 사뮈엘 주이,2023 ,"
청불 ", 1시간 29분 , 드라마 장르
0,윈터 온 파이어: 우크라이나의 자유 투쟁,"우크라이나 작품,다큐멘터리 영화,다큐멘터리·정치,사회 & 문화 다큐멘터리",,2015 ,"
청불 ", 1시간 38분 , 다큐멘터리
0,하트랜드,"드라마,가족이 함께 보는 시리즈,청춘 드라마,캐나다 작품,도서 원작 시리즈",앰버 마셜 미셸 모건 그레이엄 워들 숀 존스턴 크리스 포터 알리샤 뉴턴 케리 제임스 제시카 스틴 제시카 엠리 게이브리얼 호건 나다니엘 아르캉,2007 ,"
12+ ", 시즌 9개 , 드라마 장르
0,트레일러 파크 보이즈,"시트콤,캐나다 작품,코미디 시리즈,범죄 시리즈",마이크 스미스 존 폴 트렘블레이 롭 웰스 존 던스워스 패트릭 로치 코리 보리스 루시 드코트리 배리 던 사라 던스워스 제나 해리슨 마이클 잭슨 게리 제임스 타이론 파슨스 셸리 톰슨 조나단 토렌스,2001 ,"
청불 ", 시즌 12개 , 코미디
0,브루클린 나인-나인,"시트콤,코미디 시리즈,범죄 시리즈,미국 TV 프로그램",앤디 샘버그 안드레 브라우어 스테파니 베아트리스 테리 크루스 멜리사 푸메로 조 로 트루글리오 첼시 퍼레티 더크 블로커 조엘 맥키넌 밀러,2013 ,"
15+ ", 시즌 8개 , 코미디
0,보 번햄: 해피 바이러스,"음악,스탠드업 코미디",보 번햄,2016 ,"
청불 ", 1시간 , 코미디
0,아웃랜더,"로맨틱한 드라마,정치 시리즈,드라마,도서 원작 시리즈,액션 & 어드벤처 시리즈,미국 TV 프로그램,판타지 시리즈",커트리나 밸프 샘 휴언 터바이어스 멘지스 게리 루이스 그레이엄 맥태비시 로테 페르베크 던칸 라크로익스 로라 도넬리 빌 패터슨 스티븐 월터스 그랜트 오루크 사이먼 캘로우 리처드 랭킨 소피 스켈턴 데이비드 베리 로만 베뤽스 에드 스펠리어스 마리아 도일 케네디 팀 다우니 세자르 동부아 로런 라일 콜린 맥팔레인 케이틀린 오라이언 마크 루이스 존스,2014 ,"
청불 ", 시즌 6개 , 드라마 장르
0,힙합 에볼루션,"음악,캐나다 작품,힙합,다큐시리즈,사회 & 문화 다큐멘터리",섀드랙 커뱅고,2016 ,"
청불 ", 시즌 4개 , 다큐멘터리
0,빌리언스,"드라마,미국 TV 프로그램",폴 지어마티 데미안 루이스 매기 시프 말린 오케르만 데이빗 코스타빌 에이샤 케이트 딜런 토비 레너드 무어 콘돌라 라샤드 켈리 오코인 제프리 드먼 댄 소더 데이빗 스트라탄 메리 루이즈 파커 클랜시 브라운 존 말코비치,2016 ,"
청불 ", 시즌 5개 , 드라마 장르
0,앱스트랙트: 디자인의 미학,"다큐시리즈,사회 & 문화 다큐멘터리,미국 TV 프로그램,라이프스타일",올라뷔르 엘리아손 네리 옥스만 루스 E. 카터 캐스 홀먼 이언 스폴터 조너선 헤플러 크리스토프 니만 팅커 햇필드 에스 데블린 비아르케 잉엘스 폴라 셰어 플라톤 일스 크로퍼드 랄프 질,2017 ,"
15+ ", 시즌 2개 , 다큐멘터리
0,탑 보이: 써머하우스,"드라마,영국 작품,범죄 시리즈",애슐리 월터스 케인 로빈슨 말콤 카물렛 숀 로뮬러스 샤론 던컨 브루스터 지아코모 만치니 자비엔 러셀 키어스턴 워레잉 제프 벨 니컬러스 피넉,2011 ,"
청불 ", 시즌 2개 , 드라마 장르
0,제임스 에이캐스터: 레퍼토리,"영국 작품,코미디 시리즈,스탠드업 코미디",제임스 에이캐스터,2018 ,"
15+ ", 시즌 1개 , 코미디
0,드래곤 프린스,"키즈 시리즈,가족이 함께 보는 시리즈,만화 시리즈,판타지 시리즈",잭 디세나 사샤 로젠 제이슨 심슨 라켈 벨몬테 제시 이노칼라 에릭 델럼스 폴라 버로스 오마리 뉴턴 빈센트 통 레나 아나퀘 조너선 홈스,2018 ,"
전체관람가 ", 시즌 4개 , 키즈
0,명예훈장,"드라마,다큐멘터리·역사,다큐멘터리·밀리터리,다큐시리즈,미국 TV 프로그램,다큐드라마",올리버 허드슨 벤 슈워츠 폴 웨슬리 알디스 호지 조니 웨스턴 조지프 크로스 제이크 에이블 데릭 미오,2018 ,"
청불 ", 시즌 1개 , 다큐멘터리
0,나르코스: 멕시코,"드라마,액션 & 어드벤처 시리즈,범죄 시리즈,미국 TV 프로그램,스릴러 시리즈,TV 프로그램·실화 바탕",디에고 루나 마이클 페냐 스쿠트 맥네리 테노크 휴에타 호아킨 코시오 호세 마리아 야스피크 맷 레처 알리사 디아스 알폰소 도살 알레한드로 에다 알베르토 아만 마이라 에르모시요 루이사 루비노 루이스 헤라르도 멘데스 소시 베이컨,2018 ,"
청불 ", 시즌 3개 , 드라마 장르
0,데리 걸스,"시트콤,청춘 드라마,영국 작품,청소년 시리즈,코미디 시리즈",시어샤-모니카 잭슨 니컬라 코클런 루이자 할런드 제이미-리 오도넬 딜런 루엘린 타라 린 오닐 캐시 키라 클라크 토미 티어넌 이안 맥엘히니 시오반 맥스위니,2018 ,"
청불 ", 시즌 3개 , 코미디
0,애프터 라이프 앵그리맨,"드라마,영국 작품,코미디 시리즈",리키 저베이스 톰 배즈든 토니 웨이 다이앤 모건 맨디프 딜런 데이비드 브래들리 애슐리 젠슨 케리 고들리먼 퍼넬러피 윌턴 조 하틀리 폴 케이 로신 코너티 조 윌킨슨 데이비드 얼 이선 로런스 캐스 휴스,2019 ,"
청불 ", 시즌 3개 , 코미디
0,믿을 수 없는 이야기,"드라마,범죄 시리즈,미국 TV 프로그램,TV 프로그램·실화 바탕",토니 콜렛 메릿 위버 케이틀린 디버 데일 딕키 스콧 로렌스 대니엘 맥도널드 오스틴 허버트 에릭 랭 엘리자베스 마블,2019 ,"
청불 ", 시즌 1개 , 드라마 장르
0,탑 보이,"드라마,영국 작품,범죄 시리즈",애슐리 월터스 케인 로빈슨 마이클 워드 심비아투 아지카워 숀 로뮬러스 재스민 좁슨 리사 드완 카딤 램지 호프 익포쿠 주니어 아랄로인 오슌레미 데이비드 오모레기 케이언 쿡 졸라데 오바숄라 놀레이,2019 ,"
청불 ", 시즌 2개 , 드라마 장르
