,제목,장르모음,시놉시스,특징,출연진,개봉일,등급,상영시간,기본장르,nfid,imdbid
0,Thomas & Friends: Thomas and the Royal Engine,"가족 영화,어린이 & 가족 영화,영국 작품,도서 원작 영화",0,,"로저먼드 파이크,조지프 메이,키스 위컴,샤론 밀러,줄스 드 종,레이철 루이즈 밀러,롭 랙스트로,",2020 ,"
전체관람가 ", 23분 , 키즈,81260315,tt1286650
0,당신 거기 있어줄래요,"드라마 영화,로맨틱한 영화,도서 원작 영화",해외에서 의료 봉사를 하던 수현은 한 아이를 살려준 답례로 10개의 알약을 건네받는다. 과거로 돌아가게 해준다는 신비의 알약. 수현은 알약의 도움을 받아 30년 전으로 시간 여행을 떠나기로 한다. 그리웠던 첫사랑을 만나기 위해.,"잔잔한,감정을 파고드는,로맨틱","정인기,안세하,박혜수,김성령,변요한,김상호,채서진,김윤석,",2016 ,"
12+ ", 1시간 50분 , 드라마 장르,80164401,tt6434022
0,우리들의 여름날,"청춘 드라마 장르,튀르키예 작품,드라마 영화,로맨틱한 영화",뜨거운 햇살이 내리쬐고 파도가 끝없이 부서지는 곳. 16세 데니즈의 열병이 시작된다. 어린 시절부터 친하게 지낸 누나가 다르게 보이기 시작한 소년. 과연 누나도 그를 다르게 보고 있을까?,"잔잔한,거부할 수 없는 이끌림,감정을 파고드는","파티흐 샤힌,에제 체슈미올루,할리트 외즈귀르 사르,아슬르한 말보라,에라이 에르튀렌,에렌 외렌,오잔 카야 옥투,탈하 외즈튀르크,메르베 누르 벵기,쉬메이예 아이도안,",2021 ,"
청불 ", 1시간 41분 , 드라마 장르,81334947,tt0064573
0,맨발의 꿈,"드라마 영화,사회 이슈 드라마 장르 영화",재기의 기회를 노리고 21세기 최초의 신생국 동티모르로 건너간 왕년의 축구 스타. 뜻하지 않게 아이들을 상대로 축구를 가르치게 된다.,"감명을 주는,진심 어린","박희순,프란시스코 바렐라,고창석,조진웅,페르난두 핀투,주니오르 다 코스타,마를리나 시모에스,시미즈 케이,임원희,김서형,",2010 ,"
전체관람가 ", 1시간 59분 , 드라마 장르,70157548,tt1583213
0,그들의 왕국,"정치 시리즈,드라마,아르헨티나 작품","러닝메이트가 암살되자 별안간 대권 주자가 된 복음 교회 목회자. 그가 일생일대의 기회를 움켜쥐는 가운데, 겹겹이 싸여 있던 미스터리와 비밀이 하나씩 드러난다. 해 아래, 거룩한 것은 없다.",어두운,"치노 다린,난시 두플라,호아킨 푸리엘,피터 란사니,메르세데스 모란,디에고 페레티,베라 스피네타,니코 가르시아,빅토리아 알메이다,산티아고 코로프스키,파트리시오 아람부루,알폰소 토르트,소피아 갈라 카스티글리오네,마리아나 디 지롤라모,훌리에타 카르디날리,디에고 벨라스케스,마이테 라나타,플로렌시아 라지,후안 잉가라모,우리엘 디아스,루카스 다마리오,아구스틴 아리스타란,마르틴 로페스 라치,미세알 키스페,디에고 젠틸레,네스토르 구시니,다니엘 쿠스니에카,",2021 ,"
청불 ", 시즌 2개 , 드라마 장르,81095387,tt0431197
0,트립,"노르웨이 작품,코미디 영화,호러 영화",분노만 남은 결혼 생활. 부부는 서로를 죽이려는 계획을 숨기고 외딴 산장으로 여행을 떠난다. 하지만 진짜 적은 서로가 아니었으니. 그곳에서 더 큰 위험이 두 사람을 기다리고 있다.,긴장감 넘치는,"누미 라파스,악셀 헨니,아틀레 안톤센,크리스티안 루베크,안드레 에릭센,닐스 올레 오프테브로,스티그 프로데 헨릭센,",2021 ,"
청불 ", 1시간 54분 , 호러,81342665,tt1740047
0,두기봉: 경계를 넘는 감독,"홍콩 작품,다큐멘터리 영화,실존 인물 다큐멘터리,중국 영화","홍콩 영화의 살아있는 전설, 두기봉 감독. 결코 한계를 두지 않았던 그가 신화를 이뤄내기까지, 그가 거쳐온 작품 세계와 영화 제작 과정 등을 영화 학도의 시선으로 담았다.",,"두기봉,",2013 ,"
15+ ", 1시간 35분 , 다큐멘터리,80996345,tt4242648
0,인퍼머스,"스릴러 영화,미국 영화","미국 플로리다의 웨이트리스와 전과자. SNS에 범죄 행각을 올리면서 수백만 팔로워를 얻게 되고, 둘은 현대판 보니와 클라이드로 불리기 시작한다.","도발적인,폭력적인","벨라 손,제이크 맨리,앰버 라일리,마이클 시로,마리사 코글란,알리야 무하마드,메디 브레디,로즈 레인 산필리포,데이먼 카니,조이 오글스비,",2020 ,"
청불 ", 1시간 40분 , 드라마 장르,81298406,tt0420609
0,아빠의 바이올린,"튀르키예 작품,드라마 영화","갑작스럽게 아빠를 잃고 고아가 된 소녀. 성공한 바이올린 연주자인 삼촌은 조카를 무뚝뚝하게 대하지만, 가족을 잃은 슬픔과 음악을 통한 교감을 나누며 둘은 마음의 문을 열기 시작한다.","달콤 쌉싸름,진심 어린,감정을 파고드는","엥긴 알탄 뒤지아탄,벨침 빌긴,귈리자르 니사 우라이,셀림 에르도안,에르뎀 바슈,예네르 세즈긴,이이트 차크르,아이페르 된메즈 에르테킨,울리히 메르틴,",2022 ,"
12+ ", 1시간 52분 , 드라마 장르,81346323,tt0293495
0,사랑의 재발견,"로맨틱 코미디 영화,코미디 영화,로맨틱한 영화,아프리카 영화","이혼은 해도 내 드림 하우스는 포기 못 해! 결국 살던 집에서 계속 함께 지내게 된 전남편과 전부인. 하지만 이게 어찌 쉬운 일일까. 이미 복잡했던 동거 생활은 점점 자존심 싸움으로 치닫는다. 어디 네가 이기나, 내가 이기나 해보자!","감정을 파고드는,로맨틱","OC 우케제,조슬린 듀마,조케 실바,블로섬 추쿠제쿠,케미 랄라 아킨도주,크리스 아토,니키 사모나스,아제테이 아낭,빅토리아 마이클스,",2017 ,"
15+ ", 1시간 44분 , 드라마 장르,81213149,tt6950250
0,다운폴: 더 보잉 케이스,"다큐멘터리 영화,과학 & 자연 다큐멘터리,미국 영화",단 몇 달 사이에 발생한 두 건의 비행기 추락 사고. 재앙의 원인은 무엇이었을까. 사건을 맡았던 조사관들이 안전보다 수익을 우선시했던 보잉의 행태를 공개한다.,"진실을 찾아,감정을 파고드는",,2022 ,"
15+ ", 1시간 30분 , 다큐멘터리,81272421,tt11893274
0,강구바이 카티아와디: 마피아 퀸,"인도 작품,힌디어 영화,드라마 영화,도서 원작 영화,사회 이슈 드라마 장르 영화",꾐에 속아 유곽에 팔려 간 여성. 지하 세계의 인맥을 이용해 한때 볼모로 잡혀있던 세상에서 당당하게 힘을 되찾는다.,도발적인,"알리아 바트,비자이 라즈,시마 파와,아제이 데브간,짐 사르브,차야 카담,샨타누 마헤슈와리,인디라 티와리,",2022 ,"
청불 ", 2시간 33분 , 드라마 장르,81280352,tt10083340
0,비스트,"인도 작품,밀리터리 영화,액션 & 어드벤처 영화,타밀어 영화",일에 지친 전직 정보국 요원. 탈취된 쇼핑몰에서 긴장된 인질극 상황이 벌어지자 다시 현장에 돌아오게 된다.,,"비자이,푸자 헤그데,",2022 ,"
청불 ", 2시간 36분 , 액션,81508241,tt11301946
0,클로버필드,"SF 영화,호러 영화,액션 & 어드벤처 영화,미국 영화",맨해튼에서 열린 송별 파티에 참석한 사람들. 갑자기 정체불명의 거대 괴물이 뉴욕을 공격하면서 도시는 아수라장으로 변한다.,"긴박감 넘치는,긴장감 넘치는","리지 캐플런,제시카 루커스,T.J. 밀러,마이클 스탈 데이빗,마이크 보걸,오데트 애나벨,안줄 니감,마고 팔리,시오 로시,브라이언 클루그먼,",2008 ,"
15+ ", 1시간 25분 , SF,70082268,tt1060277
0,바우치로 간 남자,"날리우드 작품,드라마 영화,사회 이슈 드라마 장르 영화,아프리카 영화","세상 물정 모르는 철부지 재벌 2세에게 집을 떠나 시골에서 사회 복무를 하라는 명령이 떨어진다. 이 촌구석에서 아는 사람도 없이 1년이나 고생해야 하다니! 매일이 지루하고 힘들기만 할 줄 알았는데, 소중한 인연이 기다리고 있다.",,"뱅키 웰링턴,라하무 사다우,카나요 O. 카나요,이브라힘 술레이만,미셸 데데,아데수아 에토미,힐다 도쿠보,아킨 루이스,",2018 ,"
12+ ", 1시간 39분 , 드라마 장르,81172902,tt8631800
0,언더 파이어,"드라마,벨기에 작품","끈끈한 결속을 자랑하는 이스트뱅크 소방서의 소방관들. 위험하고 스트레스 많은 업무, 사생활 문제, 일터의 난관 사이에서 균형을 잃지 않으려 애쓴다.",감정을 파고드는,"루이 탈퍼,린 더흐라버,샘 로우빅,카텔레이너 페르베커,디르크 판데이크,마르턴 케털스,알레시아 사르토르,에메 클라이스,샤힌 아브즈,바우터르 브뤼네일,안 튀츠,피트 더프레테러,카스퍼르 판덴베르허,",2022 ,"
15+ ", 시즌 1개 , 드라마 장르,81498303,tt0086510
0,인생대사,"드라마 영화,중국 영화,중국 본토 영화",가슴 아픈 과거를 간직한 장례업자 모싼메이는 장례식장에서 고아가 된 아이를 만난다. 그리고 뜻밖의 우연으로 이어진 두 사람은 서로의 인생을 변화시키기 시작한다.,"감상적,거부할 수 없는 이끌림,진심 어린","주이룽,양언유,왕거,류루,뤄징민,",2022 ,"
청불 ", 1시간 52분 , 드라마 장르,81604901,tt15801594
0,파인애플 익스프레스,"코미디 블록버스터 영화,코미디 영화,액션 & 어드벤처 영화,미국 영화",마약을 소재로 한 버디 코미디. 마약에 절어 살던 청년이 부패 경찰과 마약왕이 연루된 살인 사건을 목격한 뒤 마약상과 함께 도망자 신세가 된다.,"허당 매력,흥미진진","세스 로건,제임스 프랭코,대니 맥브라이드,케빈 코리건,크레이그 로빈슨,게리 콜,로지 퍼레즈,에드 베글리 주니어,노라 던,앰버 허드,",2008 ,"
청불 ", 1시간 52분 , 코미디,70098329,tt0910936
0,만약에 말야,"로맨틱한 드라마,드라마,스페인 작품,코미디 시리즈,로맨틱 코미디 시리즈",실망스러운 결혼 생활을 10년째 이어가면서 힘들어하는 엠마. 지난 10년을 다시 살 수 있는 믿지 못할 기회를 얻게 된다.,"감정을 파고드는,로맨틱","메간 몬타네르,미켈 페르난데스,미첼 노에르,살바 레이나,하엘 파스쿠알,에두아르도 요베라스,보레 부이카,",2022 ,"
15+ ", 시즌 1개 , 드라마 장르,81343000,tt0332136
0,카인드하티드 크리스마스,"로맨틱한 영화,미국 영화",마을의 비밀 산타가 되어 우울한 크리스마스를 특별하게 바꾸고픈 제이미. 그런 제이미 앞에 훈남 기자가 나타난다. 익명의 기부자가 누군지 밝혀내려 한다는데?,"기분 좋아지는,로맨틱","제니 가스,캐머런 매시슨,에밀리 테넌트,브론웬 스미스,블레어 페너,마크 브랜던,캐서린 로 핵퀴스트,닉 허닝스,",2021 ,"
전체관람가 ", 1시간 25분 , 로맨스,81609506,tt15979222
0,소울 서퍼,"가족 영화,어린이 & 가족 영화,드라마 영화,도서 원작 영화,실화 바탕 영화,미국 영화",하와이의 십 대 소녀 베서니 해밀턴이 잔인한 상어의 공격으로 왼쪽 팔을 잃은 후 경쟁이 치열한 서핑의 세계로 다시 돌아온다.,"감명을 주는,진심 어린","안나소피아 롭,헬렌 헌트,데니스 퀘이드,로레인 니콜슨,케빈 소보,캐리 언더우드,로스 토마스,크리스 브로처,소냐 발모레스,제레미 섬터,크레이그 T. 넬슨,브랜스컴 리치먼드,",2011 ,"
전체관람가 ", 1시간 46분 , 드라마 장르,70138639,tt1596346
0,"힘을 내요, 미스터 리",코미디 영화,"칼국수 집에서 일하는 철수. 비주얼은 상남자인데, 하는 짓은 동네 바보 형이다. 어느 날 갑자기 나타나 철수를 아빠라고 부르는 샛별. 아니, 넌 누구냐? 그리고 난 누구? 딸의 등장으로 철수는 자신의 미스터리한 정체를 찾아 나선다.",진심 어린,"차승원,엄채영,박해준,김혜옥,안길강,전혜빈,류한비,조한철,",2019 ,"
12+ ", 1시간 51분 , 코미디,81224799,tt10925770
0,클로젯,"호러 영화,미스터리 영화","아내를 잃고 딸 이나와 함께 새집으로 이사한 상원. 기이한 행동을 보이던 이나가 어느 날 흔적도 없이 사라진 후, 상원 앞에 낯선 퇴마사가 나타난다. 이나의 행방을 알고 있다며 집 안을 살피던 퇴마사가 가리킨 곳은, 바로 벽장.","으스스한,불길한","하정우,김남길,허율,김시아,",2020 ,"
15+ ", 1시간 37분 , 호러,81405032,tt0243493
0,베테랑,"코미디 영화,액션 & 어드벤처 영화",법보다 돈이 더 강한 세상. 정의감으로 똘똘 뭉친 베테랑 형사와 돈으로 죄를 덮으려는 안하무인 재벌 3세. 한 치의 양보도 없는 두 사람의 불꽃 튀는 대결이 지금 시작된다!,흥미진진,"황정민,유아인,유해진,오달수,장윤주,오대환,김시후,정웅인,정만식,천호진,송영창,진경,유인영,배성우,이동휘,장소연,김민재,김응수,안길강,마동석,엄태구,박소담,",2015 ,"
15+ ", 2시간 3분 , 액션,80068011,tt4768764
0,트라이얼 바이 파이어,"드라마,법정 시리즈,인도 작품,도서 원작 시리즈,범죄 시리즈,힌디어 TV 쇼,TV 프로그램·실화 바탕,사회 문제를 다룬 드라마",뉴델리의 우파르 영화관에서 발생한 대형 화재. 이 끔찍한 참사로 자녀들을 잃은 두 부모가 비통함과 상실감을 견뎌내며 정의를 바로 세우기 위해 끈질긴 투쟁을 이어가는데. 실화에 바탕을 둔 작품.,감정을 파고드는,"아바이 데올,라지슈리 데시판데,아시시 비디아르티,실파 슈클라,라제시 타일랑,샤르둘 바르드와지,라트나 파타크,아누팜 케르,",2023 ,"
15+ ", 시즌 1개 , 드라마 장르,81224775,tt3263946
0,나르비크,"노르웨이 작품,밀리터리 영화,드라마 영화,실화 바탕 영화",‘히틀러의 첫 패배’로 알려진 제2차 세계 대전 전투를 배경으로 한 영화. 전쟁터에서 돌아온 노르웨이 군인이 아내에 관한 충격적인 진실을 알게 된다.,,"크리스티네 하르트겐,칼 마르틴 에게스뵈,크리스토프 겔페르트 마티센,헨리크 메스타,마틸데 홀테달 쿠라,스티그 헨리크 호프,카리 브렘네스,크리스토프 바크,올리 캠벨,홀거 한트케,망누스 더그데일,에드바르 리 올스타,외이빈드 트뢰이테,",2022 ,"
15+ ", 1시간 49분 , 드라마 장르,81166149,tt9737876
0,끝없는 밤,"드라마,브라질 작품,도서 원작 시리즈,사회 문제를 다룬 드라마",242명의 목숨을 앗아간 나이트클럽 화재 사고. 희생자 부모들이 할 수 있는 건 애도와 정의를 위한 투쟁뿐.,"달콤 쌉싸름,어두운,감정을 파고드는","테우무 페르난지스,파울루 고르굴류,비앙카 바잉통,레오나르두 메데이루스,데보라 람,베우 코바리크,하케우 카후,파올라 안토니니,니콜라스 바르가스,",2023 ,"
15+ ", 시즌 1개 , 드라마 장르,81218409,tt0057035
0,패스트 & 필 러브,"태국 작품,로맨틱 코미디 영화,코미디 영화,로맨틱한 영화,액션 & 어드벤처 영화","스포츠 스태킹 챔피언인 남자. 세계에서 가장 빨리 컵을 쌓는 선수라는 타이틀을 지키고, 동시에 그동안 소홀했던 연애의 끝자락도 잡아보려 애쓴다.","감상적,흥미진진,로맨틱","낫 끼짜릿,우라사야 스뻐반,아누사라 꼬삼판,까노꽌 부찻,위파위 팟나시리,키따팟 뽕르아,이주홍,김찬영,조슈아 우고추쿠 에주나구,마벌러스 은디궤,나팍 뜨라이짜른뎃,에까팃 우사파닛,아키라 못사꾼,분얄락 우차촛,",2022 ,"
15+ ", 2시간 11분 , 액션,81598308,tt1905041
0,완벽한 타인,코미디 영화,"친구 집들이에 모인 커플들이 색다른 게임을 시작한다. 저녁을 먹는 동안 전화, 문자, 카톡 등 휴대폰으로 오는 모든 걸 공개하자는 것. 들키면 끝장나는 관계부터 아무도 몰라야 할 뒷말까지, 휴대폰이 울릴 때마다 온갖 비밀이 쏟아진다.",거부할 수 없는 이끌림,"유해진,조진웅,이서진,염정아,김지수,송하윤,윤경호,지우,",2018 ,"
15+ ", 1시간 56분 , 드라마 장르,81283663,tt0363532
0,쥬라기 월드,"SF 영화,액션 & 어드벤처 영화,미국 영화","테마파크에 사나운 공룡이 태어났다. 포악한 수준이 인간의 통제를 벗어나면서 혼란의 도가니가 된 파크. 사태 해결을 위해, 동물 행동 전문가와 경영 간부가 손을 잡는다.","아드레날린 폭발,흥미진진","크리스 프랫,브라이스 댈러스 하워드,빈센트 더노프리오,타이 심킨스,닉 로빈슨,오마르 시,B.D. 웡,이르판 칸,제이크 존슨,로런 랩커스,주디 그리어,",2015 ,"
12+ ", 2시간 4분 , SF,80029196,tt0369610
0,킹덤,"밀리터리 영화,액션 & 어드벤처 영화,미국 영화",참혹한 테러 공격의 배후를 찾기 위해 사우디아라비아로 향하는 한 무리의 FBI 수사관들. 이들이 반발과 위험을 마주한다.,"긴박감 넘치는,폭력적인,긴장감 넘치는","제이미 폭스,크리스 쿠퍼,제니퍼 가너,제이슨 베이트먼,제러미 피번,대니 휴스턴,리처드 젱킨스,알리 슐리만,아쉬라프 바롬,카일 챈들러,프랜시스 피셔,",2007 ,"
청불 ", 1시간 50분 , 액션,70058013,tt0431197
0,플로리다 맨,"드라마,미스터리 시리즈,코미디 시리즈,범죄 시리즈,미국 TV 프로그램,스릴러 시리즈",명예는 실추되고 빚만 쌓인 전직 경찰. 수상한 임무를 위해 어쩔 수 없이 향한 고향 플로리다에서 거칠고 치명적인 보물 사냥에 휘말린다.,"색다른,긴장감 넘치는,흥미진진","에드가르 라미레스,애비 리,안소니 라파글리아,오트마라 마레로,렉스 스콧 데이비스,에머리 코언,",2023 ,"
청불 ", 시즌 1개 , 스릴러,81157207,tt4427840
0,굿바이 미스터 블랙,"드라마,스릴러 시리즈,한국 드라마,코믹스 원작 시리즈",해군 특수부대원인 주인공은 배신자라는 누명을 쓰게 되자 위장 결혼을 통해 신분을 바꾸고 복수를 꿈꾼다.,"긴장감 넘치는,흥미진진","이진욱,문채원,김강우,유인영,전국환,김태우,이원종,송재림,",2016 ,"
15+ ", 시즌 1개 , 드라마 장르,80123794,tt5546346
0,치킨 런,"가족 영화,어린이 & 가족 영화,코미디 영화,미국 영화",농장에 갇혀 있던 단호한 암탉과 거만한 수탉이 동료 닭들을 이끌고 위대한 탈출을 시도한다. 농부의 손에 죽어 치킨 파이가 되지 않기 위해.,"허당 매력,흥미진진","멜 깁슨,필 다니엘스,린 퍼거슨,토니 헤이가스,제인 호록스,미란다 리처드슨,줄리아 사왈라,티머시 스폴,이멜다 스톤턴,벤자민 휘트로우,",2000 ,"
전체관람가 ", 1시간 24분 , 키즈,60001287,tt0120630
0,브리티시 오픈의 유령,"코미디 영화,도서 원작 영화,실화 바탕 영화,미국 영화",평생 골프 경기라고는 한 번도 해본 적 없는 골프 초보. 1976년 브리티시 오픈에 출전하기 위해 갖가지 속임수를 동원한다. 그의 삶을 그린 전기 영화.,"유쾌 발랄,감명을 주는","마크 라일런스,샐리 호킨스,마크 루이스 존스,리스 이판,Christian Lees,조나 리스,제이크 데이비스,Johann Myers,",2022 ,"
15+ ", 1시간 46분 , 코미디,81593088,tt12572040
0,"미트 롬니, 그의 대선 출마 이야기","다큐멘터리 영화,다큐멘터리·정치,실존 인물 다큐멘터리,사회 & 문화 다큐멘터리,미국 영화",밋 롬니의 실상을 만날 수 있는 다큐멘터리. 알려진 어록은 물론 2012년 대선 캠페인 모습을 최초로 공개한다.,진실을 찾아,"미트 롬니,",2014 ,"
12+ ", 1시간 33분 , 다큐멘터리,70296733,tt1757800
0,마르세유,"프랑스 작품,정치 시리즈,드라마,스릴러 시리즈",오랫동안 마르세유의 시장을 맡아온 그가 후계자에게 시장직을 넘길 준비를 하자 마르세유에 대한 지배권을 놓고 급작스럽고 무자비한 싸움이 벌어진다.,,"제라드 드파르디외,브누아 마지멜,나디아 파레스,나타샤 레니에,제랄딘 펠라스,스테판 카일라드,블라디미르 콩시니,이폴리트 지라르도,기욤 아르노,카롤리나 유르차크,에릭 사빈,헤디 부슈나파,다니엘 은조 로베,제라드 메이란,",2016 ,"
청불 ", 시즌 2개 , 드라마 장르,80037278,tt4003966
0,이지,"드라마,코미디 시리즈,미국 TV 프로그램","스타 배우들이 펼치는 단편 시리즈. 사랑과 섹스, 첨단기술과 문화에 관한 현대인의 문제에 대해 과연 시카고인들은 일상에서 어떻게 대처해 갈까?","위트 있는,잔잔한,거부할 수 없는 이끌림","오브리 플라자,주디 그리어,제인 애덤스,자시 베츠,케이트 버란트,아야 캐시,마이클 처너스,키어시 클레먼스,올랜도 블룸,말린 오케르만,마크 매런,데이브 프랭코,한니발 뷰레스,제이크 존슨,에밀리 라타이코스프키,앤드루 배철러,엘리자베스 리저,구구 음바타로,",2016 ,"
청불 ", 시즌 3개 , 코미디,80095699,tt5562056
0,아만다 녹스,"다큐멘터리 영화,영화·법정,범죄 실화 다큐멘터리,미국 영화",화제의 이탈리아 여대생 살인 사⁠건⁠의 용⁠의⁠자⁠로 두 번⁠의 유⁠죄 판⁠결⁠을 선⁠고⁠받⁠은 아⁠만⁠다 녹⁠스. 녹⁠스⁠와 주⁠변 인⁠물⁠의 인⁠터⁠뷰⁠를 통⁠해 사⁠건⁠의 전⁠모⁠를 심⁠도 있⁠게 조⁠명⁠한⁠다.,"도발적인,진실을 찾아",,2016 ,"
15+ ", 1시간 32분 , 다큐멘터리,80081155,tt5952332
0,화이트 래빗 프로젝트,"호주 작품,과학 & 자연 TV 프로그램,리얼리티 시리즈","《호기심 해결사》의 제작진이 만든 시리즈. 캐리 바이런, 토리 벨레치, 그랜트 이마하라가 역사상 최고의 발명품, 강도 사건 등을 순위별로 소개하고 직접 실험하여 증명하는 시간을 가진다.","진실을 찾아,흥미진진","토리 벨레치,캐리 바이런,그랜트 이마하라,",2016 ,"
15+ ", 시즌 1개 , 리얼리티 TV,80091245,tt6048644
0,샌드 스톰,"청춘 드라마 장르,이스라엘 작품,드라마 영화","베두인 족의 가장인 남편이 둘째 아내를 들이는 결혼식이 열리자 첫째 아내 잘릴라는 속만 타고, 철없는 레일라는 겁도 없이 관습에서 벗어날 꿈에 부풀어 있다.","잔잔한,감정을 파고드는","라미스 암마르,루바 블랄,히탐 오마리,하디자 알라켈,잘랄 마사르와,",2016 ,"
12+ ", 1시간 28분 , 드라마 장르,80098810,tt4365518
0,어둠의 여인,"영국 작품,호러 영화",남편이 이란-이라크 전쟁에 참전하는 동안 홀로 테헤란에서 딸을 키우던 여성에게 이상한 일이 벌어지면서 악령이 존재를 드러낸다.,"무서운,긴장감 넘치는","나르게스 라시디,아빈 만샤디,보비 나데리,레이 하리티안,아라시 마란디,하미드레자 자브단,수산 파로흐니아,비잔 다네슈만드,사자드 델라프루즈,베히 자나티 아타이,",2016 ,"
12+ ", 1시간 24분 , 호러,80096786,tt4273292
0,루스에게 생긴 일,"인디 영화,스릴러 영화,미국 영화","우울하고 소심한 간호조무사 루스는 도둑이 든 사건 이후로 이웃의 외톨이 '개똥남'과 같이 범인을 추적하게 된다. 그녀의 인생은 꼬인 걸까, 이제야 풀리기 시작한 걸까?","색다른,어두운","멜러니 린스키,일라이저 우드,데이비드 야우,제인 리비,데번 그레이,크리스틴 우즈,로버트 롱스트리트,게리 앤서니 윌리엄스,",2017 ,"
청불 ", 1시간 36분 , 드라마 장르,80100937,tt5710514
0,마틸다,"가족 영화,어린이 & 가족 영화,코미디 영화,도서 원작 영화,미국 영화",한심한 부모와 사악한 교장에 시달리던 어린 소녀가 새롭게 발견한 능력을 활용해 자신을 괴롭힌 이들에게 귀여운 복수를 시작한다.,"색다른,기분 좋아지는","마라 윌슨,대니 드비토,리아 펄먼,엠베스 데이비츠,팸 페리스,폴 루벤스,트레이시 월터,브라이언 레빈슨,",1996 ,"
전체관람가 ", 1시간 38분 , 키즈,70033005,tt0117008
0,집시,"드라마,미국 TV 프로그램",비밀을 간직한 상담 치료사 진 홀러웨이. 그녀는 환자들의 삶에 존재하는 이들을 찾아가 친밀하면서도 위험한 관계를 맺곤 한다. 위태로운 긴장이 부글거리는 심리 스릴러.,거부할 수 없는 이끌림,"나오미 와츠,빌리 크루덥,소피 쿡슨,칼 글루스먼,푸르나 자가나탄,브룩 블룸,루시 보인튼,멜라니 리버드,브렌다 바카로,매런 히어리,블라이드 대너,",2017 ,"
청불 ", 시즌 1개 , 드라마 장르,80095411,tt5503718
0,마코 머메이드,"키즈 시리즈,호주 작품","""H2O"" 시퀄에서는 우연히 남자 인어가 된 잭으로 인해 마코 섬을 지키는 인어 삼총사의 존재 자체가 위험해진다.",,"루시 프라이,아이비 래티머,에이미 러플,차이 핸슨,이저벨 듀랜트,앨리 버트램,린다 응오,제마 포사이스,도미닉 도이처,케리스 앳킨슨,로언 힐스,브룩 니콜 리,",2013 ,"
전체관람가 ", 시즌 4개 , 키즈,70281343,tt2548214
0,웻 핫 아메리칸 썸머: 10년 후,"코미디 시리즈,미국 TV 프로그램","청소년 카운슬러로 화려한 여름을 보낸 지 10년. 그때의 용사들이 다시 뭉쳤다. 또 한 번의 모험, 또 한 번의 아름다운 ‘썸’을 위해.","익살스러운,허당 매력","엘리자베스 뱅크스,레이크 벨,H. 존 벤자민,마이클 이언 블랙,세라 번스,조시 찰스,자이 코트니,베스 도버,존 얼리,마크 포이어스틴,저닌 거로펄로,스카일러 기손도,니나 헬맨,샘 레빈,조 로 트루글리오,켄 머리노,크리스토퍼 멀로니,알리사 밀라노,A.D. 마일스,마구에리트 모로,에릭 네닝거,자크 오스,데이비드 하이드 피어스,크리스 파인,에이미 폴러,폴 러드,제이슨 슈워츠먼,애덤 스콧,몰리 섀넌,마이클 쇼월터,리치 서머,데이비드 웨인,크리스틴 위그,",2017 ,"
청불 ", 시즌 1개 , 코미디,80117800,tt5669272
0,알리의 웨딩,"호주 작품,로맨틱 코미디 영화,코미디 영화,인디 영화,로맨틱한 영화,실화 바탕 영화","이슬람 성직자의 아들인 호주 청년 알리. 부모님의 뜻에 따라 의사가 되고, 결혼도 해야 한다. 가족의 기대와 자신의 열망 사이에서, 알리는 길을 찾을 수 있을까?","거부할 수 없는 이끌림,감정을 파고드는,로맨틱","오사마 사미,돈 헤이니,헬레나 사위레스,프랜시스 두카,마지드 쇼코르,로드니 어피프,가지 알키나니,라이안 코어,",2018 ,"
15+ ", 1시간 49분 , 코미디,80244709,tt2782692
0,서던 리치: 소멸의 땅,"SF 영화,호러 영화,도서 원작 영화,미국 영화","정부의 비밀 임무에 참여했던 남편이 실종되자, 리나는 5인조 여성 탐사대에 참여한다. 한 발짝 다가갈수록 더 깊이 빠져드는 의문의 수렁. 'X구역'의 비밀은 무엇인가?","발상의 전환,으스스한","나탈리 포트먼,제니퍼 제이슨 리,지나 로드리게스,테사 톰프슨,투바 노보트니,오스카 아이작,",2018 ,"
청불 ", 1시간 55분 , SF,80206300,tt2798920
0,주성치의 파괴지왕,"홍콩 작품,로맨틱 코미디 영화,코미디 영화,무술 영화,로맨틱한 영화,액션 & 어드벤처 영화,중국 영화","내 여자는 내가 지킨다! 사랑하는 여자 앞에서 수모를 당한 어리바리한 청년. 강해지기 위해 쿵후를 배우지만 사부는 삼류 사기꾼에 가르치는 권법도 사기! 이제, 어떤 놈(?)이 나타나도 두렵지 않다가 아니라 좀 많이 두려워해야겠습니다?","익살스러운,위트 있는,허당 매력","주성치,종려제,오맹달,벤 램,",1994 ,"
15+ ", 1시간 33분 , 코미디,70026792,tt0110852
0,"브리지 모한, 죽어야 사는 남자","인도 작품,힌디어 영화,코미디 영화","새로운 인생을 살고 싶다! 죽은 척하고, 다른 사람으로 가장한 남자. 하지만 자신의 살인범으로 지목되면서, 그는 위기에 처한다. 살기 위해 죽음을 택한 남자의 운명은?",색다른,"아르준 마투르,니디 싱,마나브 비즈,시탈 타쿠르,서니 힌두자,요겐드라 티쿠,비자얀트 콜리,",2018 ,"
청불 ", 1시간 40분 , 드라마 장르,80992995,tt6514010
