,제목,장르모음,시놉시스,특징,출연진,개봉일,등급,상영시간,기본장르,nfid,imdbid
0,라켓소년단,"드라마,청춘 드라마,청소년 시리즈,코미디 시리즈,한국 드라마","해체 위기의 시골 중학교 배드민턴부를 되살려라! 개성 강한 학생 선수들을 맡게 되는 새로운 코치, 그런 아버지를 따라 전학 오는 도시 소년. 이곳에 희망이 있을까, 여기서 꿈이 이루어질까?","힐링,감명을 주는,기분 좋아지는","김상경,오나라,탕준상,손상연,최현욱,김강훈,이재인,이지원,",2021 ,"
15+ ", 시즌 1개 , 드라마 장르,81443941,tt2091987
0,사인필드,"시트콤,코미디 시리즈,미국 TV 프로그램","잡다한 일상 속 주제를 다룬 전설적인 시트콤으로, 코미디언인 제리와 3명의 냉소적인 친구들이 평범한 일상과 어이없는 상황 속에서 웃음을 찾는 이야기가 펼쳐진다.",위트 있는,"제리 사인펠드,줄리아 루이드라이퍼스,제이슨 알렉산더,마이클 리처즈,웨인 나이트,하이디 스웨드버그,에스텔 해리스,제리 스틸러,",1989 ,"
15+ ", 시즌 9개 , 코미디,70153373,tt0098904
0,빈란드 사가,"액션 애니,일본 작품,애니 시리즈,드라마 장르 애니메이션,일본 만화 원작 시리즈",누구보다 강하고 정의로웠던 아버지. 그런 아버지가 살해당했다. 그리하여 어린 아들은 아버지를 죽인 원수의 수족이 되기로 결심한다. 어떤 명령이든 받들리라. 복수의 순간이 오는 그날까지만.,,"이시가미 시즈카,우에무라 유토,마츠다 켄이치로,우치다 나오야,오노 켄쇼,오츠카 아키오,야스모토 히로키,타케우치 슌스케,사코 마유미,하야시 유,테즈카 히데아키,쿠스노키 타이텐,고마쓰 후미노리,무기히토,우에다 요지,",2019 ,"
19+ ", 시즌 1개 , 애니,81249833,tt10233448
0,베터 콜 사울,"드라마,범죄 시리즈,미국 TV 프로그램","에미상 후보작 《브레이킹 배드》의 스핀 오프 시리즈로, 삼류 변호사 지미 맥길이 악덕 변호사 사울 굿맨으로 변하게 되는 과정을 그린다.",색다른,"밥 오든커크,조너선 뱅크스,레이 시혼,마이클 매킨,패트릭 파비언,잔카를로 에스포지토,마이클 맨도,토니 돌턴,케리 콘던,브랜던 K. 햄프턴,마크 마골리스,제러마이아 비추이,라이너 복,로버트 포스터,",2015 ,"
청불 ", 시즌 6개 , 드라마 장르,80021955,tt3032476
0,보잭 홀스맨,"시트콤,코미디 시리즈,미국 TV 프로그램","90년대 최고의 시트콤 스타였던 보잭은 과연 20년 후 어떤 모습으로 살고 있을까? 괴팍한 동물이지만 마음만은 비단결인 보잭. 아니, 비단까지는 아니고 명주 정도 되려나?",위트 있는,"윌 아넷,에런 폴,에이미 세다리스,앨리슨 브리,폴 톰킨스,",2014 ,"
청불 ", 시즌 6개 , 코미디,70300800,tt3398228
0,더 크라운,"정치 시리즈,드라마,영국 작품,TV 프로그램·실화 바탕","실제 사건들에서 영감을 얻어 픽션으로 극화한 드라마. 엘리자베스 2세 여왕의 이야기, 그리고 여왕의 통치에 영향을 준 정치적, 개인적 사건들을 조명한다.",거부할 수 없는 이끌림,"이멜다 스톤턴,조너선 프라이스,레슬리 맨빌,올리비아 콜먼,헬레나 본햄 카터,터바이어스 멘지스,클레어 포이,맷 스미스,바네사 커비,도미닉 웨스트,엘리자베스 데비키,조시 오코너,에마 코린,존 리스고,질리언 앤더슨,조니 리 밀러,올리비아 윌리암스,클로디아 해리슨,매리언 베일리,에메랄드 페널,에린 도허티,자레드 해리스,빅토리아 해밀턴,제러미 노섬,알렉스 제닝스,벤 마일즈,윌 킨,해리 해든패튼,다니엘 잉스,그렉 와이즈,해리엇 월터,리아 윌리엄스,앤턴 레서,벤 대니얼스,제이슨 왓킨스,찰스 댄스,마샤 워렌,매튜 구드,핍 토렌스,아일린 앳킨스,",2016 ,"
청불 ", 시즌 5개 , 드라마 장르,80025678,tt4786824
0,다크,"드라마,독일 작품,SF 시리즈,미스터리 시리즈,범죄 시리즈,스릴러 시리즈","어느 날, 아이가 사라졌다. 처음이 아니다. 3대를 이어온 미스터리, 절박하게 답을 찾으려는 네 가족. 현재와 과거가 얽힌 혼돈의 근원에는 무엇이 도사리고 있는 걸까.","발상의 전환,으스스한,불길한","루이스 호프만,올리버 마수치,외르디스 트리벨,마야 쇠네,카롤리네 아이히호른,제바스티안 루돌프,아나톨 타우프만,마르크 바슈케,슈테판 캄프비르트,아네 라테-폴레,안드레아스 피치만,리자 비카리,미하엘 멘들,앙겔라 빙클러,",2017 ,"
청불 ", 시즌 3개 , 스릴러,80100172,tt5753856
0,검은돈,"범죄 시리즈,다큐시리즈,사회 & 문화 다큐멘터리,미국 TV 프로그램,범죄 실화 다큐멘터리","맹신하지 마라. 교묘하게 조작된 자동차부터 엄청나게 부풀려진 금리까지. 기업들의 탐욕과 부패는 먹이를 가리지 않는다. 당신들의 지갑도, 생명도 결코 안전하지 않다.","도발적인,진실을 찾아",,2018 ,"
15+ ", 시즌 2개 , 다큐멘터리,80118100,tt7421262
0,천성장가,"로맨틱한 드라마,드라마,중국 본토 시리즈,도서 원작 시리즈,액션 & 어드벤처 시리즈,시대물","나라에 충성하고 만인에게 존경받는 지미. 그러나 가문의 비밀을 알게 된 후, 그녀는 선택해야 한다. 가족을 위한 복수와 운명적인 사랑, 그 갈림길 사이에서.","흥미진진,로맨틱","천쿤,니니,자오리신,니다훙,위안훙,왕어우,바이진팅,장샤오천,메이팅,류민타오,위밍자,허우옌쑹,하이이톈,스안,사오퉁,",2018 ,"
15+ ", 시즌 1개 , 드라마 장르,80993613,tt7052634
0,힐 하우스의 유령,"도서 원작 시리즈,미스터리 시리즈,미국 TV 프로그램,호러 시리즈","유령을 보았던 아이들, 유령과 살았던 아이들. 이제 어른이 되었는데도, 악몽은 그들을 떠나지 않는다. 그러니, 돌아가야 한다. 아직도 선명한 그 집의 그림자를 향해.","으스스한,불길한","미힐 하위스만,칼라 구지노,티머시 허턴,헨리 토머스,엘리자베스 리저,올리버 잭슨코언,케이트 시걸,빅토리아 퍼드레티,룰루 윌슨,매케나 그레이스,팩스턴 싱글턴,줄리언 힐리어드,바이올렛 맥그로,",2018 ,"
청불 ", 시즌 1개 , 호러,80189221,tt6763664
0,SKY 캐슬,"드라마,한국 드라마","대한민국의 내로라하는 엘리트가 사는 SKY 캐슬. 누구보다 위에 올라 아래를 내려다보고 살아야 한다는 걸 한 번도 의심한 적 없는 삶은 어떨까. 겉으로는 화려하고 우아하지만, 속으로는 욕망과 시기로 가득 찬 이들의 이야기가 펼쳐진다.",감정을 파고드는,"염정아,이태란,정준호,최원영,윤세아,김병철,오나라,김서형,조재윤,김혜윤,이지원,강찬희,김동희,조병규,박유나,송건희,김보라,",2018 ,"
15+ ", 시즌 1개 , 드라마 장르,81030062,tt9151274
0,10대 사건으로 보는 제2차 세계대전,"정치 시리즈,영국 작품,다큐멘터리·역사,다큐멘터리·정치,다큐멘터리·밀리터리,다큐시리즈","제2차 세계대전의 향방을 결정지은 사건들. 참혹한 비극으로 남은 그 순간들이 생생한 컬러의 영상으로 되살아난다. 진주만에서 디데이까지, 목격하라, 그리고 기억하라.",,,2019 ,"
15+ ", 시즌 1개 , 다큐멘터리,80989924,tt9103932
0,레녹스힐 닥터스,"메디컬 시리즈,과학 & 자연 TV 프로그램,리얼리티 시리즈,과학 & 자연 다큐멘터리,다큐시리즈,사회 & 문화 다큐멘터리,미국 TV 프로그램","뉴욕 레녹스힐 병원 의사들의 치열한 시간을 따라가는 다큐멘터리 시리즈. 신경외과, 산부인과, 응급의학과 등 의사 4명이 일과 사생활 사이에서 균형을 찾으려 애쓴다.","잔잔한,거부할 수 없는 이끌림,감정을 파고드는",,2020 ,"
15+ ", 시즌 1개 , 다큐멘터리,80201728,tt12190580
0,코브라 카이,"드라마,청춘 드라마,코미디 시리즈,액션 & 어드벤처 시리즈,미국 TV 프로그램",운명의 토너먼트가 끝나고 수십 년이 지났다. 너무도 다른 인생을 살아온 조니와 다니엘. 그들이 다시 맞붙는다. 투사의 영혼이 깨어난다. 《베스트 키드》 시리즈의 속편.,진심 어린,"랠프 마치오,윌리엄 재브카,숄로 마리두에냐,마틴 코브,메리 마우저,태너 뷰캐넌,코트니 헹겔러,제이컵 버트런드,지아니 디첸조,페이튼 리스트,버네사 루비오,토머스 이언 그리피스,오쿠모토 유지,얼리샤 해나킴,",2018 ,"
15+ ", 시즌 5개 , 액션,81002370,tt7221388
0,존 드로리안: 디트로이트의 왕,"영국 작품,범죄 시리즈,다큐시리즈","엔지니어에서 임원으로, 그리고 아이콘으로. 자동차계에서 빠르게 부상하는 존 드로리안. 그는 자신의 힘으로 신화를 창조하고 이미지를 구축한다. 하지만 그 이면에는 어둠과 거짓이 숨어있다.","도발적인,진실을 찾아",,2021 ,"
15+ ", 시즌 1개 , 다큐멘터리,80219915,tt8108190
0,원 나잇 인 파리,"프랑스 작품,스탠드업 코미디","팬데믹 사태 속에서 무대에 굶주렸던 파리의 스탠드업 코미디언들. 배달 라이더로, 마트 판매원으로 일상을 버텨냈던 그들이 마침내 오늘 밤 다시 무대에 선다. 마이크, 그리고 마스크와 함께.",위트 있는,"로만 프레시네,키안 코장디,지모,케브 아담스,분 아이 민,베리노,아킴 제밀리,피에르에마뉘엘 바레,파딜리 카마라,쉬를레 수아뇽,톰 빌라,카미유 를루슈,르두안 부게라바,사뮈엘 방비,둘리,알방 이바노프,파리,아메드 실라,",2021 ,"
청불 ", 1시간 4분 , 코미디,81453268,tt0314461
0,2,"스페인 작품,스릴러 영화",처음 본 두 사람이 낯선 장소에서 깨어난다. 서로의 복부가 꿰매어진 끔찍한 모습으로. 도대체 누가 이런 짓을 벌인 걸까? 그러나 진정한 공포는 이제 시작일 뿐.,,"파블로 데르키,마리나 가텔,",2021 ,"
청불 ", 1시간 11분 , 스릴러,80202902,tt0167261
0,우리의 특별한 새해전야,"프랑스 작품,로맨스·엉뚱하고 기발,로맨틱 코미디 영화,코미디 영화,로맨틱한 영화",새해 전야 파티에 가는 길. 서로 모르는 두 사람이 엘리베이터에 갇힌다. 그리고 예상치 못한 방식으로 공감대를 발견하게 되는데.,"감상적,유쾌 발랄,로맨틱","케브 아담스,카미유 를루슈,",2022 ,"
15+ ", 59분 , 코미디,81640438,tt10843684
0,셰프의 테이블,"음식 & 여행 시리즈,다큐시리즈,미국 TV 프로그램",그들은 안주하지 않는다. 끝없이 노력하고 실험하며 전진한다. 그렇게 새로운 미식의 역사를 창조한다. 세계 최고의 셰프들을 만나는 시간. 에미상 후보에 오른 시리즈다.,거부할 수 없는 이끌림,,2015 ,"
15+ ", 시즌 6개 , 다큐멘터리,80007945,tt4295140
0,아처,"시트콤,코미디 시리즈,액션 & 어드벤처 시리즈,미국 TV 프로그램",상냥하고 세련된 스파이 아처는 멋진 장치로 무장했지만 상사인 어머니와는 여전히 부딪친다.,"아찔하고 발칙하게,위트 있는","H. 존 벤자민,주디 그리어,앰버 내쉬,크리스 파넬,아이샤 타일러,제시카 월터,럭키 예이츠,아담 리드,",2009 ,"
청불 ", 시즌 13개 , 코미디,70171942,tt1486217
0,살인자 만들기,"범죄 시리즈,다큐시리즈,사회 & 문화 다큐멘터리,미국 TV 프로그램,범죄 실화 다큐멘터리",흉악범으로 기소되어 복역 중인 두 남자. 그들은 왜 끝까지 죄를 인정하지 않는가. 전례를 찾아볼 수 없는 형사 사건의 전모를 13년 동안 추적한 다큐멘터리 시리즈.,"도발적인,진실을 찾아",,2015 ,"
15+ ", 시즌 2개 , 다큐멘터리,80000770,tt5189670
0,행복한 퍼핀 가족,"키즈 시리즈,아일랜드 작품,만화 시리즈","아름다운 퍼핀 락에서의 삶은 달콤하다. 바다오리 우나와 남동생 바바, 그리고 그들의 친구들은 자연, 우정, 그리고 가족에 대해 배워 나간다.",기분 좋아지는,"크리스 오다우드,케이트 맥카퍼티,샐리 맥데이드,제랄딘 콜,브라이언 맥모내글,다라 가르강,",2015 ,"
전체관람가 ", 시즌 2개 , 키즈,80044965,tt3590338
0,웬트워스,"드라마,호주 작품,범죄 시리즈","남편 살인미수 혐의로 체포된 여자. 사랑하는 딸과 떨어진 채, 웬트워스 교도소에 수감된다. 철창 뒤에서 공판을 기다리며, 감옥에서의 삶이 어떤지 뼈저리게 실감한다.",,"다니엘 코맥,니콜 다 실바,케이트 앳킨슨,셀리아 아일랜드,샤리나 클랜튼,아론 제퍼리,로비 마가시바,카트리나 밀로세비츠,재클린 브레넌,라 채프먼,패멀라 레이브,시그리드 손튼,소크라티스 오토,버너드 커리,태미 매킨토시,케이트 젱킨슨,라리워이 힉,리아 퍼셀,수지 포터,",2013 ,"
청불 ", 시즌 8개 , 드라마 장르,80013249,tt2433738
0,바이킹스,"정치 시리즈,드라마,캐나다 작품,액션 & 어드벤처 시리즈,시대물",이 잔혹한 드라마는 바이킹 영웅 라그나 로스브로크가 비전이 없는 지도자에게 도전하여 노르웨이의 경계를 확장해 나가는 내용을 다룬다.,"폭력적인,흥미진진","트래비스 피멀,캐서린 위닉,클라이브 스탠든,구스타프 스카르스고르드,제슬린 길직,조지 블래그든,게이브리얼 번,알리사 서덜랜드,다널 로귀,알렉산더 러드위그,라이너스 로체,벤 롭슨,케빈 두런드,로테르 블뤼토,존 카바나,페테르 프란센,야스페르 파코넨,모 던포드,알렉스 회이 아네르센,마르코 일쇠,다비드 린스트룀,조던 패트릭 스미스,조나단 리스 마이어스,다닐라 코즐롭스키,",2013 ,"
청불 ", 시즌 6개 , 드라마 장르,70301870,tt2306299
0,빨간 머리 앤,"드라마,가족이 함께 보는 시리즈,청춘 드라마,캐나다 작품,도서 원작 시리즈,청소년 시리즈,시대물","빨간 머리에 고집 센 눈동자, 꿈 많고 당찬 아이 앤. 이 소녀가 초록지붕집의 마릴라와 매슈 남매에게 온다. 뜻밖의 운명으로. 루시 모드 몽고메리의 소설이 원작인 작품.","힐링,진심 어린,감정을 파고드는","에이미베스 맥널티,제럴딘 제임스,R.H. 톰슨,코린 코슬로,덜릴라 벨라,루카스 제이드 주먼,에머릭 젯 몬태즈,달마 어부제이드,코리 그루터앤드루,조애나 더글러스,",2017 ,"
12+ ", 시즌 3개 , 드라마 장르,80136311,tt5421602
0,퀴어 아이,"리얼리티 시리즈,미국 TV 프로그램,라이프스타일","리얼리티 쇼의 전설이 돌아온다. 더 다양해진 사연으로, 혼을 담은 메이크오버로. 용기 있는 의뢰인과 열정적인 F5가 빚어낸 감동의 변화. 잊지 말고 손수건을 준비하세요!","기분 좋아지는,진심 어린","바비 버크,카라모 브라운,탠 프랜스,안토니 퍼로스키,조너선 밴 네스,",2018 ,"
15+ ", 시즌 7개 , 리얼리티 TV,80160037,tt7259746
0,마인드헌터,"드라마,도서 원작 시리즈,미스터리 시리즈,범죄 시리즈,미국 TV 프로그램,스릴러 시리즈",단지 미치광이의 소행인가. 무차별 잔혹 범죄가 급증한 1970년대 말. FBI 행동과학부 요원들은 잇달아 발생한 강력 사건 해결을 위해 살인마들과 위험한 대화를 시작한다.,으스스한,"조너선 그로프,홀트 맥칼라니,애나 토브,코터 스미스,해나 그로스,마이클 서베리스,조 터틀,앨버트 존스,스테이시 로카,캐머런 브리튼,",2017 ,"
청불 ", 시즌 2개 , 스릴러,80114855,tt5290382
0,아틀란타,"음악,드라마,힙합,코미디 시리즈,미국 TV 프로그램",목적 없이 방황하던 프린스턴 자퇴생 '언'이 떠오르는 신예 래퍼인 사촌 '페이퍼 보이'의 매니저를 자청한다. 그리고 두 사람은 아틀란타의 힙합계를 평정하기 위해 험난한 여정에 나선다.,,"도널드 글로버,브라이언 타이리 헨리,러키스 스탠필드,자시 베츠,",2016 ,"
청불 ", 시즌 3개 , 드라마 장르,80123779,tt4288182
0,힐다,"키즈 시리즈,만화 시리즈,코믹스 원작 시리즈","자유롭고 용감한 소녀 힐다. 편안한 숲을 떠나, 모든 것이 생소한 도시에서 살게 된다. 그래도 새로운 친구들을 만나는 건 즐거워. 신비한 모험을 계속할 수 있으니까!","유쾌 발랄,진심 어린","벨라 램지,아미라 팔존-오조,올리버 넬슨,데이지 해거드,래즈머스 하디커,",2018 ,"
전체관람가 ", 시즌 2개 , 키즈,80115346,tt6385540
0,루폴의 드래그 레이스: 올스타,"경쟁 리얼리티 시리즈,리얼리티 시리즈,미국 TV 프로그램","최고의 여왕을 뽑아라! 가장 사랑받은 출연자부터 강렬한 악역들까지, 이전 시즌의 여왕들이 다시 모인 올스타전. 10만 달러의 상금과 최고의 영예는 누구에게 돌아갈까?",,"루폴 찰스,미셸 비자주,카슨 크레슬리,로스 매슈스,",2012 ,"
청불 ", 시즌 2개 , 리얼리티 TV,81040957,tt2301351
0,"F1, 본능의 질주","영국 작품,다큐시리즈","최첨단 자동차, 최고의 속도, 화려한 테크닉. 이 모든 것은 그저 일부일 뿐이다. 서킷 안팎을 질주하는 드라이버와 팀원들. 지금부터 포뮬러 원의 진짜 경주가 공개된다.",흥미진진,,2019 ,"
12+ ", 시즌 5개 , 다큐멘터리,80204890,tt8289930
0,"러브, 데스 + 로봇","SF 시리즈,액션 & 어드벤처 시리즈,미국 TV 프로그램,스릴러 시리즈,호러 시리즈","미스터리의 세계, 공포의 괴물, 스릴 넘치는 작전, 그리고 코믹한 연기. 세상의 모든 이야기와 장르를 담았다. 팀 밀러와 데이비드 핀처가 제작한 성인용 연작 애니메이션.",발상의 전환,"조 맹거넬로,로자리오 도슨,세스 그린,마이클 B. 조던,엘로디 융,조 뎀시,토퍼 그레이스,메리 엘리자베스 윈스테드,게리 콜,서미라 와일리,다이스케 쓰지,모리스 라마시,리베카 리디,헬런 새들러,헤일리 매클로클린,타임 윈터스,엘리 콘드런,스테판 카피치치,브루스 토마스,제프 버그,애런 히믈스타인,카를로스 엘라즈라퀴,질 탤리,브라이언 블룸,크리스 콕스,마이클 벤이어,프레드 타타시오르,스콧 화이트,조쉬 브레너,게리 앤서니 윌리엄스,크리스 파넬,그레이엄 해밀턴,애덤 바틀리,케빈 마이클 리처드슨,에마 소넷,헨리 다우스웨이트,매들린 나이트,레베카 바나트발라,커크 쏜튼,유리 로웬탈,일레인 탄,매슈 양 킹,그웬돌린 요,닐 캐플런,G.K. 보스,코트니 테일러,낸시 리나리,벤 지루,브라이언 킨,아치 마데퀘,서배스천 크로프트,베아트리스 고디뉴,알렉산더 로보 모레노,놀런 노스,에밀리 오브라이언,루이 베르나르,무니아 물라,스티븐 페이시,디비 미탈,사미 암베르,제임스 프레스턴 로저스,매켄지 데이비스,조엘 맥헤일,가브리엘 루나,스티브 블럼,앤드루 키시노,제이슨 조지,크레이그 퍼거슨,댄 스티븐스,크리스천 서라토스,자이 코트니,",2019 ,"
청불 ", 시즌 3개 , SF,80174608,tt9561862
0,다크 크리스탈: 저항의 시대,"정치 시리즈,드라마,가족이 함께 보는 시리즈,액션 & 어드벤처 시리즈,미국 TV 프로그램,판타지 시리즈",권력과 욕망에 굶주린 권력자들이 트라의 생명력을 빼앗고 있다. 우리의 손으로 세상을 구한다! 불의에 맞서는 용감한 겔플링들. 그들이 하나 되어 새로운 시대를 연다.,,"태런 에저턴,내털리 이매뉴얼,안야 테일러조이,도나 킴벌,마크 해밀,사이먼 페그,헬레나 본햄 카터,리나 히디,알리시아 비칸데르,아콰피나,구구 음바타로,베네딕트 웡,커트리나 밸프,내털리 도머,하비 파이어스틴,앤디 샘버그,랠프 아이너슨,제이슨 아이작스,에디 이자드,시오 제임스,해나 존카먼,토비 존스,키건마이클 키,마크 스트롱,시고니 위버,올라퓌르 다리 올라프손,",2019 ,"
12+ ", 시즌 1개 , 판타지,80148535,tt6905542
